co,16113
diabetes,3203
autism,2562
cancer,2311
health,2266
awareness,1615
day,1553
disease,1483
new,1298
may,1288
help,1275
today,1150
people,1136
ebola,1085
one,1062
get,1020
book,984
via,976
please,975
life,975
child,962
cure,954
dementia,940
patient,932
us,904
malaria,890
year,879
world,874
know,822
treatment,806
lupus,805
hiv,772
mental,764
vaccine,762
brain,749
need,743
time,729
month,728
risk,719
study,702
free,692
ptsd,650
care,645
reverse,639
research,613
first,593
story,585
woman,582
work,569
news,564
love,558
case,552
support,546
outbreak,537
like,531
breast,526
daily,526
thanks,515
mesothelioma,513
read,508
million,502
latest,496
go,495
week,488
make,480
th,476
family,475
ibd,468
pain,463
way,460
pw,450
end,448
type,448
learn,446
take,445
therapy,439
symptom,438
dr,429
medical,425
cause,425
find,420
every,420
eye,420
virus,416
obesity,415
bpd,411
say,410
food,408
drc,408
many,406
check,404
kid,401
could,399
diet,398
event,392
heart,390
disorder,390
see,389
chronic,385
want,384
skin,383
stroke,381
good,380
illness,380
soul,379
great,376
ing,371
review,370
cfs,370
ect,370
share,367
show,366
join,366
pm,362
fibromyalgia,360
let,356
bipolar,354
drug,353
congo,351
cervical,348
call,347
well,347
gluten,346
blood,343
iron,340
lotusoak,338
adhd,335
would,332
lead,332
livenews,331
part,329
team,329
ptc,328
aid,327
better,326
alzheimers,325
still,322
qwlem,320
living,319
high,317
arthritis,316
back,314
home,314
thing,313
video,311
thank,311
hand,309
friend,308
uk,307
best,301
walk,299
fight,295
death,295
asthma,294
use,294
sufcofficial,294
btc,294
result,292
old,290
common,289
endometriosis,289
community,288
veteran,287
alzheimer,285
raise,283
sepsis,282
st,281
crohn,281
think,280
response,279
cell,277
uti,277
tumor,276
tk,274
stacos,273
big,271
hope,270
prevent,269
dailybrian,269
must,268
injury,266
ben,266
diagnosis,265
myalgic,265
mom,263
epilepsy,263
look,259
positive,258
missing,256
diabetic,254
problem,253
live,252
give,252
super,252
stop,251
sleep,249
campaign,249
kidney,244
coalition,244
clinical,242
