_text_only_N-fold results:
,precision, recall, f1, support
Advocates,0.51,0.46,0.48,892
HPI,0.37,0.37,0.37,365
HPO,0.28,0.33,0.31,273
Other,0.58,0.55,0.56,963
Patient,0.26,0.32,0.29,274
Research,0.43,0.44,0.44,333
avg,0.40,0.41,0.41,3100

_numeric_only_N-fold results:
,precision, recall, f1, support
Advocates,0.43,0.46,0.45,892
HPI,0.31,0.19,0.23,365
HPO,0.22,0.25,0.23,273
Other,0.55,0.69,0.61,963
Patient,0.21,0.14,0.17,274
Research,0.24,0.18,0.21,333
avg,0.33,0.32,0.32,3100

_autodictext_only_N-fold results:
,precision, recall, f1, support
Advocates,0.63,0.50,0.56,892
HPI,0.49,0.58,0.53,365
HPO,0.48,0.56,0.52,273
Other,0.65,0.65,0.65,963
Patient,0.45,0.54,0.49,274
Research,0.57,0.62,0.60,333
avg,0.55,0.58,0.56,3100

_text+numeric_N-fold results:
,precision, recall, f1, support
Advocates,0.52,0.47,0.49,892
HPI,0.38,0.38,0.38,365
HPO,0.29,0.35,0.32,273
Other,0.61,0.57,0.59,963
Patient,0.26,0.33,0.29,274
Research,0.44,0.46,0.45,333
avg,0.42,0.43,0.42,3100

_text+autodictext_N-fold results:
,precision, recall, f1, support
Advocates,0.55,0.50,0.53,892
HPI,0.42,0.42,0.42,365
HPO,0.30,0.37,0.33,273
Other,0.64,0.59,0.61,963
Patient,0.30,0.38,0.34,274
Research,0.51,0.54,0.52,333
avg,0.45,0.47,0.46,3100

_text+numeric+autodictext_N-fold results:
,precision, recall, f1, support
Advocates,0.56,0.51,0.54,892
HPI,0.42,0.43,0.42,365
HPO,0.31,0.39,0.35,273
Other,0.66,0.60,0.63,963
Patient,0.31,0.39,0.34,274
Research,0.52,0.56,0.54,333
avg,0.46,0.48,0.47,3100

